Frame Rate:,30.0000000000
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
1,00:00:00.033,0.0016362847222222221,0.0,0.0016015625,0.0033072916666666667
2,00:00:00.067,2.7503255208333335,0.38360677083333333,2.37390625,5.493463541666666
3,00:00:00.100,5.354756944444444,1.0683723958333333,4.34375,10.6521484375
4,00:00:00.133,12.636111111111111,1.21453125,11.730677083333333,24.963125
5,00:00:00.167,7.528255208333334,0.8105729166666666,6.959700520833334,14.8144921875
6,00:00:00.200,1.3585199652777777,0.29885416666666664,0.9798177083333334,2.7968880208333333
7,00:00:00.233,5.097547743055556,0.7227473958333334,4.5526171875,10.017278645833333
8,00:00:00.267,10.784578993055556,1.208046875,10.1111328125,21.034557291666665
9,00:00:00.300,4.653819444444444,0.4508463541666667,4.198919270833334,9.311692708333334
10,00:00:00.333,4.044548611111111,0.5648958333333334,3.619947916666667,7.948802083333334
11,00:00:00.367,0.2733029513888889,0.0044921875,0.2476953125,0.5677213541666667
12,00:00:00.400,9.1978515625,1.3574609375,8.599036458333334,17.637057291666668
13,00:00:00.433,9.787508680555556,1.4164192708333334,9.212708333333333,18.7333984375
14,00:00:00.467,11.035486111111112,1.4480208333333333,10.571432291666667,21.087005208333334
15,00:00:00.500,12.286098090277777,1.4369661458333334,11.71296875,23.708359375
16,00:00:00.533,0.19549045138888888,0.017994791666666666,0.17055989583333334,0.39791666666666664
17,00:00:00.567,13.040724826388889,1.7695963541666666,12.883723958333333,24.468854166666667
18,00:00:00.600,11.725199652777777,1.6476171875,11.4452734375,22.082708333333333
19,00:00:00.633,13.141493055555555,1.86109375,13.255182291666667,24.308203125
20,00:00:00.667,12.366393229166667,1.580859375,12.131158854166667,23.387161458333335
21,00:00:00.700,0.8931423611111112,0.1322265625,0.6526692708333334,1.89453125
22,00:00:00.733,7.951397569444445,1.1505859375,7.359088541666667,15.344518229166667
23,00:00:00.767,8.871501736111112,1.1467708333333333,8.33765625,17.130078125
24,00:00:00.800,12.048059895833333,1.6687369791666666,11.649375,22.826067708333333
25,00:00:00.833,12.154696180555556,1.9009114583333333,11.774622395833333,22.7885546875
26,00:00:00.867,0.31475694444444446,0.06544270833333334,0.27153645833333334,0.6072916666666667
27,00:00:00.900,9.328936631944446,1.4370833333333333,8.715247395833334,17.834479166666668
28,00:00:00.933,11.390616319444442,1.5395963541666666,10.815846354166666,21.81640625
29,00:00:00.967,12.228528645833334,2.05484375,11.736302083333333,22.894440104166666
30,00:00:01.000,11.644561631944443,1.7108463541666667,11.098567708333333,22.124270833333334
31,00:00:01.033,0.03473958333333333,2.604166666666667e-05,0.032317708333333334,0.071875
32,00:00:01.067,9.147769097222222,1.0361328125,8.426666666666666,17.9805078125
33,00:00:01.100,8.668689236111112,0.8727734375,8.112057291666666,17.021236979166666
34,00:00:01.133,6.424340277777778,0.5901692708333334,5.968385416666667,12.714466145833333
35,00:00:01.167,6.730868055555555,0.6101041666666667,6.274322916666667,13.308177083333334
36,00:00:01.200,0.15029079861111114,0.0011328125,0.1411328125,0.3086067708333333
37,00:00:01.233,9.552669270833333,1.4277473958333333,8.97171875,18.258541666666666
38,00:00:01.267,7.978025173611111,0.9452864583333334,7.564036458333334,15.424752604166667
39,00:00:01.300,9.522703993055556,0.8124088541666666,8.993541666666667,18.762161458333335
40,00:00:01.333,10.456861979166666,1.0086848958333334,9.973111979166667,20.3887890625
41,00:00:01.367,0.1548263888888889,0.013229166666666667,0.14595052083333335,0.30529947916666667
42,00:00:01.400,6.095520833333333,0.8370703125,5.528359375,11.9211328125
43,00:00:01.433,8.302569444444444,0.6492708333333334,7.78125,16.4771875
44,00:00:01.467,9.265768229166667,0.80046875,8.623893229166667,18.372942708333333
45,00:00:01.500,8.769674479166666,0.9924609375,8.216015625,17.100546875
46,00:00:01.533,0.16632812499999997,0.0040494791666666665,0.153046875,0.3418880208333333
47,00:00:01.567,11.957816840277777,1.4890364583333333,11.2635546875,23.120859375
48,00:00:01.600,5.991059027777777,0.609296875,5.545885416666667,11.817994791666667
49,00:00:01.633,9.722660590277778,0.7895703125,9.1627734375,19.21563802083333
50,00:00:01.667,10.666267361111112,0.8975520833333334,10.143294270833334,20.957955729166667
51,00:00:01.700,0.20565538194444444,0.008072916666666667,0.19154947916666668,0.41734375
52,00:00:01.733,10.892222222222223,0.9730729166666666,10.1221484375,21.5814453125
53,00:00:01.767,6.553142361111111,0.7370052083333334,6.085221354166666,12.837200520833333
54,00:00:01.800,9.034587673611112,0.8065364583333333,8.437526041666667,17.859700520833332
55,00:00:01.833,9.84607638888889,0.8341927083333334,9.177981770833334,19.5260546875
56,00:00:01.867,0.13961371527777777,0.013463541666666667,0.11466145833333333,0.29071614583333333
57,00:00:01.900,8.7728515625,0.8973567708333333,8.3233203125,17.097877604166666
58,00:00:01.933,11.57240017361111,1.4537890625,11.310065104166666,21.953346354166666
59,00:00:01.967,3.022361111111111,0.34165364583333335,2.826888020833333,5.898541666666667
60,00:00:02.000,11.294605034722222,1.0976171875,10.4243359375,22.361861979166665
61,00:00:02.033,0.0,0.0,0.0,0.0
62,00:00:02.067,12.255451388888888,1.4040494791666667,11.427369791666667,23.934934895833333
63,00:00:02.100,10.426922743055556,1.0727213541666667,9.673580729166666,20.534466145833335
64,00:00:02.133,9.419140624999999,0.7972005208333334,8.730325520833333,18.729895833333334
65,00:00:02.167,8.955290798611111,0.9502473958333333,8.2587109375,17.6569140625
66,00:00:02.200,0.04447482638888889,0.00016927083333333334,0.04046875,0.09278645833333334
67,00:00:02.233,12.03373263888889,1.3656901041666667,11.3578515625,23.37765625
68,00:00:02.267,10.520169270833334,1.1772526041666667,9.911692708333334,20.4715625
69,00:00:02.300,5.5051866319444445,0.6566276041666667,5.202421875,10.656510416666666
70,00:00:02.333,11.981063368055556,1.2275651041666666,11.5211328125,23.1944921875
71,00:00:02.367,0.17112847222222224,0.00375,0.14770833333333333,0.36192708333333334
72,00:00:02.400,12.100889756944445,1.3104557291666667,11.557838541666667,23.434375
73,00:00:02.433,9.913589409722222,0.8666015625,9.386171875,19.487994791666665
74,00:00:02.467,5.328220486111111,0.5314192708333333,4.9119270833333335,10.541315104166667
75,00:00:02.500,8.448506944444444,0.9083333333333333,7.980234375,16.456953125
76,00:00:02.533,0.2849565972222223,0.006666666666666667,0.2686328125,0.5795703125
77,00:00:02.567,11.339088541666667,1.163125,10.934583333333334,21.919557291666667
78,00:00:02.600,11.501440972222222,1.1543880208333333,11.1376953125,22.212239583333332
79,00:00:02.633,6.927491319444445,0.8248828125,6.6173046875,13.340286458333333
